ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,total,2017,5447.424,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,single,2017,1728.332,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,married,2017,1515.69,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2017,1276.802,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,widowed,2017,194.353,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,divorced,2017,731.261,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2017,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2017,2653.946,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2017,2792.491,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,total,2018,5710.511,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,single,2018,1806.479,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,married,2018,1563.28,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2018,1410.12,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,widowed,2018,195.151,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,divorced,2018,734.59,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2018,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2018,2736.22,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2018,2973.4,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,total,2019,5870.969,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,single,2019,1869.499,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,married,2019,1547.859,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2019,1521.115,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,widowed,2019,185.29,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,divorced,2019,746.732,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2019,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2019,2801.521,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Argentina,"Labour force by sex, age and marital status (thousands)",ARG - LFS - Encuesta Permanente de Hogares (Urban),Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2019,3068.974,,,,Repository: ILO-STATISTICS - Micro data processing | Geographical coverage: Main cities or metropolitan areas
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2008,607.911,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2008,136.279,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2008,375.754,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2008,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2008,61.658,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2008,32.545,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2008,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2008,230.482,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2008,376.72,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2014,674.914,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2014,137.468,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2014,421.107,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2014,76.26,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2014,40.079,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2014,253.807,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2014,421.107,Break in series,,Break in series: Methodology revised,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2015,631.861,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2015,131.539,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2015,401.432,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2015,67.403,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2015,31.487,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2015,230.429,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2015,401.432,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2016,579.271,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2016,105.624,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2016,380.217,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2016,62.669,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2016,30.761,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2016,199.054,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2016,380.217,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2017,583.997,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2017,114.545,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2017,376.218,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2017,58.24,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2017,34.994,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2017,207.779,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2017,376.218,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2018,561.053,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2018,123.99,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2018,344.027,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2018,60.118,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2018,32.918,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2018,217.026,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - LFS - Household Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2018,344.027,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,total,2007,591.708,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single,2007,88.353,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married,2007,388.992,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2007,1.5,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2007,82.04,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2007,30.824,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2007,201.217,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2007,390.492,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,total,2009,666.594,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single,2009,134.241,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married,2009,416.299,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2009,2.71,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2009,77.619,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2009,35.538,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2009,,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2009,247.397,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2009,419.009,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,total,2010,686.12,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single,2010,131.046,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married,2010,430.331,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2010,4.184,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2010,78.223,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2010,41.538,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2010,0.798,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2010,250.807,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2010,434.515,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,total,2011,701.836,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single,2011,144.686,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married,2011,439.977,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2011,2.824,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2011,71.163,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2011,42.551,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2011,0.636,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2011,258.4,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2011,442.801,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,total,2012,694.664,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,single,2012,133.585,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,married,2012,434.251,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Labour force by sex, age and marital status (thousands)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,Age (Aggregate bands): Total,union_cohabiting,2012,5.698,,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
